0.007424	0.053741	-0.001446	0.089617	-0.010098	-0.093616	-0.036116	0.092495	0.053845	0.078194	0.044575	0.095746	-0.217314	-0.052282	0.282709	0.050373	-0.052036	0.082976	-0.137249	0.093099	0.070545	-0.066503	-0.075869	-0.240160	-0.220333	-0.057282	-0.045704	-0.172925	0.010560	-0.042764	-0.039987	0.104930	-0.082011	0.033924	0.011485	-0.072828	0.003796	0.014202	0.005524	0.063676	-0.114941	-0.046296	0.098015	0.075762	-0.043647	0.015725	-0.052745	0.030488	-0.037613	0.038120
0.005367	0.045570	-0.001109	0.073680	-0.001809	-0.089168	0.019685	0.111860	0.056259	0.065970	0.049072	0.165099	-0.106202	-0.017488	0.130363	0.078551	-0.000127	-0.083405	-0.183319	0.186552	0.095084	-0.040237	0.056574	-0.034289	-0.040972	0.120743	-0.080625	0.120973	-0.071811	-0.036887	0.056288	-0.013077	0.198529	0.003604	-0.039829	-0.033874	0.004564	0.048956	-0.059911	-0.161491	0.148391	0.042531	-0.149861	-0.122937	-0.037515	-0.171834	0.003663	-0.047390	0.108263	-0.052355
0.001033	0.011675	0.006933	0.034993	0.005792	-0.038712	-0.039145	-0.018385	0.043456	0.080135	-0.022613	-0.063671	0.030122	-0.015073	0.083608	-0.124289	-0.025897	0.104135	-0.025951	-0.118435	0.008114	0.081085	0.026597	0.031416	0.068412	0.046469	-0.042421	0.043209	0.036840	-0.077856	0.001216	0.098714	0.293933	-0.021887	0.344109	-0.095839	0.085515	-0.061127	0.045092	-0.049141	-0.078673	-0.002136	0.140816	0.033657	-0.001200	-0.013860	-0.053417	-0.010996	0.005536	-0.026694
0.007015	0.061558	0.020141	0.061524	-0.022901	0.028421	0.065374	0.038390	0.036650	-0.011520	-0.015604	-0.039240	-0.000831	0.016169	-0.063056	-0.008073	0.006085	0.064846	-0.007710	0.009057	0.012978	-0.044600	0.059650	0.037150	-0.018839	-0.026269	0.006786	-0.032386	0.056782	-0.029381	0.103487	0.060171	-0.052433	-0.033022	-0.034547	-0.024358	-0.032652	-0.034580	-0.010567	-0.025110	-0.044690	-0.074148	0.150448	0.013670	0.104852	0.030155	-0.027988	0.057854	0.266107	0.118321
0.019082	0.057697	0.044703	0.049546	0.127228	-0.081046	0.093087	-0.037034	-0.103603	0.062649	0.005401	0.119557	0.040713	-0.043913	-0.073005	-0.077129	0.023705	-0.031141	0.012698	-0.014677	-0.024792	-0.009547	-0.105702	0.057097	-0.029128	-0.023660	-0.012427	0.002274	0.064518	-0.016754	-0.024734	0.145445	-0.050866	-0.050261	0.021250	-0.044296	0.010045	0.041558	0.094395	0.094081	-0.005144	-0.107478	-0.163776	0.041512	-0.067439	-0.024418	-0.037844	-0.247139	0.114771	-0.057099
0.017439	0.022884	0.021717	0.046472	0.004101	-0.035781	0.045554	0.036951	0.081804	0.067637	0.083294	0.269652	-0.034489	0.076733	-0.340536	-0.303951	0.074482	-0.005470	0.138184	-0.133615	-0.110257	0.262242	-0.331054	-0.220519	-0.299356	0.130268	-0.267804	0.018564	-0.147693	-0.104255	0.247302	-0.179480	0.053525	-0.013390	-0.091684	0.039175	0.049271	-0.006511	0.031417	-0.064989	-0.122500	-0.095828	0.063651	-0.096806	0.022569	-0.005321	-0.021136	0.021141	-0.051186	-0.034732
0.003516	0.038950	0.011831	0.091890	0.140692	-0.142514	0.143648	-0.105221	-0.196389	0.039661	-0.027998	0.008594	-0.035897	-0.021296	0.005338	-0.014507	0.014884	-0.044798	-0.018493	0.024415	0.035643	-0.004756	-0.008477	0.004631	0.037222	-0.013296	0.007385	0.050403	-0.027547	-0.021961	-0.015413	-0.067172	0.009322	0.035695	-0.012192	0.007766	-0.022348	-0.018047	-0.027791	-0.037719	-0.000567	0.026142	0.124724	0.013991	-0.033276	-0.029722	-0.039457	0.126464	-0.123740	0.056031
0.010726	0.019931	0.001203	0.018264	-0.015971	-0.011949	0.056396	-0.001307	0.043108	-0.027003	-0.001853	-0.014453	0.015060	-0.005416	0.028352	0.009959	-0.004848	-0.008793	0.044527	0.007962	0.002563	0.000348	-0.028038	0.044820	-0.008929	0.016870	-0.015666	0.007099	-0.009670	-0.003268	0.002236	0.014458	-0.020864	0.013136	0.005665	-0.004203	0.022764	-0.009711	0.001132	0.003350	-0.014710	0.027141	0.023740	-0.004258	0.041777	-0.015655	-0.046629	0.028930	-0.064332	-0.055380
0.007988	0.067399	0.036975	0.087140	0.013077	0.013008	0.128790	0.021770	0.137497	-0.043543	-0.004260	-0.052533	-0.104819	0.048263	-0.074882	0.006964	0.005788	0.038906	-0.038433	0.004742	-0.035356	0.044996	0.083358	-0.020923	0.040223	-0.017892	-0.052625	-0.040652	0.097510	0.049217	0.009094	-0.004842	0.014649	0.006096	0.011788	-0.015862	-0.112458	0.027299	0.083837	0.035640	0.011287	-0.056237	0.121996	0.078097	0.079209	0.182542	0.078014	-0.028336	0.070519	0.069513
0.004400	0.055858	0.078670	-0.026082	-0.032416	-0.013551	-0.001855	0.032541	-0.039924	-0.017978	-0.002945	0.006294	0.016312	0.006677	0.010687	-0.031699	0.003977	-0.015010	0.002614	-0.001161	0.006095	0.006768	-0.000089	0.015945	-0.003060	-0.001175	-0.023173	-0.050648	0.033903	0.022237	-0.064242	-0.007557	0.046594	0.019339	-0.055420	0.002946	0.004425	-0.020431	-0.003073	-0.041108	-0.007915	0.029015	0.000841	0.069386	0.004874	-0.030292	0.049865	-0.023781	-0.016338	-0.033722
